mid,det_lmin2,det_lmin8
2024.10.14startup_a,97.59894459102902,93.19261213720317
2024.10.14startup_a,99.73614775725594,93.19261213720317
2024.10.14startup_a,99.73614775725594,93.19261213720317
2024.10.14startup_a,99.6602841260037,91.56886967263743
2024.10.14startup_a,99.4787141615986,87.53258036490008
2024.10.14startup_a,99.24208649130628,76.68301382077574
2024.10.14startup_a,99.4225543478261,92.93478260869566
2024.10.14startup_a,99.58813838550248,80.42284459088413
2024.10.14startup_a,99.16828389243139,79.40116440255059
2024.10.14startup_a,98.58251771852852,66.72291596355045
2024.10.14startup_a,97.00321084552266,70.56724937566892
2024.10.14startup_a,98.16272965879266,53.130858642669665
2024.10.14startup_a,98.7997256515775,70.57613168724279
2024.10.14startup_a,97.8634109118657,61.92293017932087
2024.10.14startup_a,98.30752610731005,69.6795102628736
2024.10.14startup_a,98.9423076923077,78.49358974358974
2024.10.14startup_a,99.67707212055974,95.80193756727664
2024.10.14startup_a,99.75186104218362,96.7741935483871
2024.10.14startup_a,99.90689013035382,98.23091247672254
2024.10.14startup_a,99.90849473844746,98.26140003050175
2024.10.14startup_a,99.90546417092078,98.78994138778597
2024.10.14startup_a,99.93188010899182,98.09264305177112
2024.10.14startup_a,99.9144811858609,97.6054732041049
2024.10.14startup_a,99.85207100591715,95.85798816568047
2024.10.14startup_a,99.61740793878528,86.84839789574366
2024.10.14startup_a,99.55232232792389,87.29714605484051
2024.10.14startup_a,99.2462311557789,81.53266331658291
2024.10.14startup_a,98.33234067897558,75.04466944609887
2024.10.14startup_a,96.65505226480836,59.30313588850174
2024.10.14startup_a,95.51904406273339,46.07916355489171
2024.10.14startup_a,95.45990566037736,46.698113207547166
2024.10.14startup_a,96.1775043936731,59.841827768014056
2024.10.14startup_a,96.56208277703605,68.42456608811749
2024.10.14startup_a,96.98133918770581,71.2403951701427
2024.10.14startup_a,97.49387087986925,82.04848815036775
2024.10.14startup_a,99.59850874677373,89.79065098938916
2024.10.14startup_a,99.86068542769574,96.09919197548064
2024.10.14startup_a,99.9457111834962,98.47991313789359
2024.10.14startup_a,99.76851851851852,84.61934156378601
2024.10.14startup_a,99.81677524429968,96.35586319218241
2024.10.14startup_a,99.90694789081886,98.15446650124069
2024.10.14startup_a,99.90694789081886,98.15446650124069
2024.10.14startup_a,99.88953763610542,98.10635947609279
2024.10.14startup_a,99.79162325484477,96.33256928526777
2024.10.14startup_a,99.59908361970217,92.61168384879726
2024.10.14startup_a,99.65648854961832,93.89312977099236
2024.10.14startup_a,96.43231899265477,84.41762854144805
2024.10.14startup_a,99.16054564533053,82.89611752360966
2024.10.14startup_a,99.16054564533053,82.89611752360966
2024.10.14startup_a,99.16054564533053,68.20566631689402
2024.10.14startup_a,99.17525773195877,84.69072164948453
2024.10.14startup_a,99.39089931924042,87.53135077033322
2024.10.14startup_a,99.6689584924879,92.97173414820473
2024.10.14startup_a,99.83205821981713,96.34260123157306
2024.10.14startup_a,99.91721854304636,97.68211920529801
2024.10.14startup_a,99.91721854304636,97.68211920529801
2024.10.14startup_a,99.91721854304636,97.68211920529801
2024.10.14startup_a,99.96688741721854,99.0728476821192
2024.10.14startup_a,99.9859943977591,99.6078431372549
2024.10.14startup_a,99.9859943977591,99.6078431372549
2024.10.14startup_a,99.9859943977591,99.6078431372549
2024.10.14startup_a,99.97103128621089,99.57995365005793
2024.10.14startup_a,99.92510485320551,98.23247453565008
2024.10.14startup_a,99.92510485320551,98.23247453565008
2024.10.14startup_a,99.92510485320551,98.23247453565008
2024.10.14startup_a,99.92510485320551,98.23247453565008
2024.10.14startup_a,99.8931623931624,97.4002849002849
2024.10.14startup_a,99.76459510357816,95.45668549905838
2024.10.14startup_a,99.19246298788694,65.14131897711978
2024.10.14startup_a,99.52958653131964,83.65932161426096
2024.10.14startup_a,99.2439184746877,77.67915844838922
2024.10.14startup_a,98.84649511978705,69.47648624667258
