mid,bin,entropy_g,det_g,rmse_g,liwc_lsm,liwc_posemo,liwc_negemo,liwc_cogproc
2024.10.28startup_b,90,33.78481192015991,61.776239591840515,11.534846156360308,0.46129558516072205,0.0010416666666666667,0.0,0.1250595238095238
2024.10.28startup_b,180,22.50749293480814,92.15628762020607,8.396308303796472,0.516544267134859,0.0,0.0034482758620689655,0.14542764393517035
2024.10.28startup_b,270,43.947836609700325,87.93056446472355,7.038275051551152,0.46095557625501027,0.04338805537435674,0.009975243920198048,0.1475234444663878
2024.10.28startup_b,360,39.49392630724627,70.83724016786792,11.625702919171653,0.42505825630332406,0.15617996711355106,0.013888888888888888,0.2756772055800878
2024.10.28startup_b,450,34.466631357671524,91.00837648622286,5.079036791822778,0.34620576062137254,0.0017605633802816902,0.032407407407407406,0.19794221679282042
2024.10.28startup_b,540,18.259724321386084,95.2545229077377,5.010821664646595,0.31772122913762113,0.2026315789473684,0.043125000000000004,0.10078947368421054
2024.10.28startup_b,630,28.07478433803161,87.17226488283669,9.182415150788698,0.25508363148359425,0.024267399267399264,0.0,0.16581407098648476
2024.10.28startup_b,720,48.323233820189934,67.78101985812756,11.667732640326513,0.5136703208716449,0.03621185016533853,0.0015698587127158554,0.1773586569121062
2024.10.28startup_b,810,42.02704959026817,54.69893023368851,7.868210805915187,0.37978964980055824,0.0323015873015873,0.0,0.3202958152958153
2024.10.28startup_b,900,8.867104921187307,96.12969784057569,4.5884686846921605,0.6407304313146074,0.009378915339180241,0.033325698351839864,0.22776962093797226
2024.10.28startup_b,990,22.94714205771451,94.98797089771399,2.8604791306932906,0.27870295252702054,0.1281645569620253,0.0031645569620253164,0.3569620253164557
